"Name","Created","Runtime","State","test_score","dataset","model","e5_model_name","fold","multimodal_state"
"light_REG_IMAGE_SOCAL_HOUSES_all_3","2026-09-06T06:55:09.000Z","185","finished","0.730993874489119","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","3","all"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_img_2","2026-09-06T06:54:01.000Z","65","finished","0.36650270223617554","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","img"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_non_2","2026-09-06T06:51:18.000Z","156","finished","0.7991387248039246","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","non"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_all_2","2026-09-06T06:51:12.000Z","272","finished","0.8189165592193604","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","all"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_img_2","2026-09-06T06:50:05.000Z","69","finished","0.32184547185897827","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","2","img"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_non_2","2026-09-06T06:47:18.000Z","161","finished","0.7761080265045166","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","2","non"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_all_2","2026-09-06T06:46:09.000Z","295","finished","0.7987812161445618","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","2","all"
"tabm_REG_IMAGE_SOCAL_HOUSES_img_2","2026-09-06T06:45:59.000Z","76","finished","0.3681849241256714","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","2","img"
"tabm_REG_IMAGE_SOCAL_HOUSES_non_2","2026-09-06T06:43:01.000Z","182","finished","0.7467381358146667","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","2","non"
"tabm_REG_IMAGE_SOCAL_HOUSES_all_2","2026-09-06T06:42:35.000Z","202","finished","0.7620376944541931","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","2","all"
"cat_REG_IMAGE_SOCAL_HOUSES_img_2","2026-09-06T06:41:27.000Z","61","finished","0.3518299961925597","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","2","img"
"cat_REG_IMAGE_SOCAL_HOUSES_non_2","2026-09-06T06:39:00.000Z","144","finished","0.7444182826280352","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","2","non"
"cat_REG_IMAGE_SOCAL_HOUSES_all_2","2026-09-06T06:39:00.000Z","236","finished","0.7568970251464993","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","2","all"
"light_REG_IMAGE_SOCAL_HOUSES_img_2","2026-09-06T06:37:58.000Z","57","finished","0.2829145515256347","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","2","img"
"light_REG_IMAGE_SOCAL_HOUSES_non_2","2026-09-06T06:35:31.000Z","140","finished","0.7123403078237696","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","2","non"
"light_REG_IMAGE_SOCAL_HOUSES_all_2","2026-09-06T06:35:06.000Z","229","finished","0.7216540392116004","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","2","all"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_img_1","2026-09-06T06:34:23.000Z","65","finished","0.367702841758728","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","img"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_non_1","2026-09-06T06:31:42.000Z","155","finished","0.7715417146682739","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","non"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_all_1","2026-09-06T06:30:28.000Z","271","finished","0.8024704456329346","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","all"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_img_1","2026-09-06T06:30:28.000Z","67","finished","0.3117191791534424","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","1","img"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_non_1","2026-09-06T06:26:49.000Z","214","finished","0.7411913275718689","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","1","non"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_all_1","2026-09-06T06:26:49.000Z","216","finished","0.7675217986106873","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","1","all"
"tabm_REG_IMAGE_SOCAL_HOUSES_img_1","2026-09-06T06:25:35.000Z","68","finished","0.35627657175064087","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","1","img"
"tabm_REG_IMAGE_SOCAL_HOUSES_non_1","2026-09-06T06:22:43.000Z","166","finished","0.7400671243667603","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","1","non"
"tabm_REG_IMAGE_SOCAL_HOUSES_all_1","2026-09-06T06:22:34.000Z","249","finished","0.7500360012054443","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","1","all"
"cat_REG_IMAGE_SOCAL_HOUSES_img_1","2026-09-06T06:21:36.000Z","60","finished","0.31998437742696495","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","1","img"
"cat_REG_IMAGE_SOCAL_HOUSES_non_1","2026-09-06T06:19:37.000Z","172","finished","0.7366678060386778","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","1","non"
"cat_REG_IMAGE_SOCAL_HOUSES_all_1","2026-09-06T06:18:22.000Z","190","finished","0.7424647107433622","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","1","all"
"light_REG_IMAGE_SOCAL_HOUSES_img_1","2026-09-06T06:18:18.000Z","75","finished","0.29798055942942037","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","1","img"
"light_REG_IMAGE_SOCAL_HOUSES_non_1","2026-09-06T06:15:26.000Z","169","finished","0.70569895464713","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","1","non"
"light_REG_IMAGE_SOCAL_HOUSES_all_1","2026-09-06T06:15:14.000Z","185","finished","0.7122229228103794","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","1","all"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_img_0","2026-09-06T06:14:06.000Z","65","finished","0.36278635263442993","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","img"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_non_0","2026-09-06T06:11:24.000Z","156","finished","0.76194828748703","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","non"
"tabpfnv2p5_REG_IMAGE_SOCAL_HOUSES_all_0","2026-09-06T06:10:49.000Z","272","finished","0.7982997298240662","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","all"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_img_0","2026-09-06T06:10:10.000Z","69","finished","0.3232535719871521","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","0","img"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_non_0","2026-09-06T06:07:10.000Z","215","finished","0.7326143980026245","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","0","non"
"tabpfnv2_REG_IMAGE_SOCAL_HOUSES_all_0","2026-09-06T06:06:15.000Z","230","finished","0.7650787234306335","REG_IMAGE_SOCAL_HOUSES","TabPFN-v2 🤯","intfloat/e5-small-v2","0","all"
"tabm_REG_IMAGE_SOCAL_HOUSES_img_0","2026-09-06T06:05:36.000Z","87","finished","0.3755872845649719","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","0","img"
"tabm_REG_IMAGE_SOCAL_HOUSES_non_0","2026-09-06T06:02:17.000Z","195","finished","0.7298293113708496","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","0","non"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_img_4","2026-09-06T06:02:07.000Z","28","finished","0.1715044379234314","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","img"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_non_4","2026-09-06T06:01:36.000Z","26","finished","0.5560357570648193","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","non"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_all_4","2026-09-06T06:00:48.000Z","41","finished","0.5625548958778381","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","all"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_img_4","2026-09-06T06:00:17.000Z","27","finished","0.16558319330215454","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","4","img"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_non_4","2026-09-06T05:59:45.000Z","27","finished","0.5473918914794922","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","4","non"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_all_4","2026-09-06T05:58:58.000Z","42","finished","0.563650369644165","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","4","all"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_img_3","2026-09-06T05:58:26.000Z","27","finished","0.13006234169006348","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","img"
"tabm_REG_IMAGE_SOCAL_HOUSES_all_0","2026-09-06T05:58:12.000Z","240","finished","0.7314320206642151","REG_IMAGE_SOCAL_HOUSES","TabM Ⓜ️","intfloat/e5-small-v2","0","all"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_non_3","2026-09-06T05:57:55.000Z","25","finished","0.5527487993240356","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","non"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_all_3","2026-09-06T05:57:12.000Z","40","finished","0.5608037710189819","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","all"
"cat_REG_IMAGE_SOCAL_HOUSES_img_0","2026-09-06T05:56:48.000Z","78","finished","0.35044169015974547","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","0","img"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_img_3","2026-09-06T05:56:41.000Z","28","finished","0.12967205047607422","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","3","img"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_non_3","2026-09-06T05:56:09.000Z","27","finished","0.5664021968841553","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","3","non"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_all_3","2026-09-06T05:55:22.000Z","41","finished","0.5579039454460144","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","3","all"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_img_2","2026-09-06T05:54:50.000Z","28","finished","0.1201743483543396","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","img"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_non_2","2026-09-06T05:54:19.000Z","25","finished","0.6890652179718018","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","non"
"cat_REG_IMAGE_SOCAL_HOUSES_non_0","2026-09-06T05:53:51.000Z","173","finished","0.733187130368383","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","0","non"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_all_2","2026-09-06T05:53:37.000Z","40","finished","0.701080858707428","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","all"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_img_2","2026-09-06T05:53:05.000Z","28","finished","0.15058189630508423","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","2","img"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_non_2","2026-09-06T05:52:34.000Z","27","finished","0.7130135297775269","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","2","non"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_all_2","2026-09-06T05:51:46.000Z","42","finished","0.71419358253479","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","2","all"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_img_1","2026-09-06T05:51:15.000Z","28","finished","0.12311679124832152","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","img"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_non_1","2026-09-06T05:50:43.000Z","26","finished","0.6417112350463867","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","non"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_all_1","2026-09-06T05:49:56.000Z","40","finished","0.6570430994033813","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","all"
"cat_REG_IMAGE_SOCAL_HOUSES_all_0","2026-09-06T05:49:51.000Z","235","finished","0.7473894361890612","REG_IMAGE_SOCAL_HOUSES","CatBoost 😸","intfloat/e5-small-v2","0","all"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_img_1","2026-09-06T05:49:24.000Z","28","finished","0.1310361623764038","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","1","img"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_non_1","2026-09-06T05:48:53.000Z","27","finished","0.6480578184127808","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","1","non"
"light_REG_IMAGE_SOCAL_HOUSES_img_0","2026-09-06T05:48:33.000Z","72","finished","0.2966706663506521","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","0","img"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_all_1","2026-09-06T05:48:05.000Z","42","finished","0.6594129800796509","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","1","all"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_img_0","2026-09-06T05:47:34.000Z","27","finished","0.09313029050827026","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","img"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_non_0","2026-09-06T05:47:02.000Z","26","finished","0.42288506031036377","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","non"
"tabpfnv2p5_REG_IMAGE_LAHAINA_AUCTION_all_0","2026-09-06T05:46:15.000Z","40","finished","0.4433552622795105","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","all"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_img_0","2026-09-06T05:45:43.000Z","28","finished","0.0979595184326172","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","0","img"
"light_REG_IMAGE_SOCAL_HOUSES_non_0","2026-09-06T05:45:40.000Z","168","finished","0.699456874971073","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","0","non"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_non_0","2026-09-06T05:45:11.000Z","27","finished","0.4374547004699707","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","0","non"
"tabpfnv2_REG_IMAGE_LAHAINA_AUCTION_all_0","2026-09-06T05:44:24.000Z","42","finished","0.4729768037796021","REG_IMAGE_LAHAINA_AUCTION","TabPFN-v2 🤯","intfloat/e5-small-v2","0","all"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_img_4","2026-09-06T05:44:03.000Z","16","finished","0.8850267379679144","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","img"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_non_4","2026-09-06T05:43:47.000Z","14","finished","0.8957219251336898","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","non"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_all_4","2026-09-06T05:43:26.000Z","16","finished","0.927807486631016","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","4","all"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_img_4","2026-09-06T05:43:05.000Z","15","finished","0.9010695187165776","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","4","img"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_non_4","2026-09-06T05:42:49.000Z","14","finished","0.8663101604278075","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","4","non"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_all_4","2026-09-06T05:42:28.000Z","15","finished","0.9224598930481284","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","4","all"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_img_3","2026-09-06T05:42:06.000Z","16","finished","0.946524064171123","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","img"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_non_3","2026-09-06T05:41:45.000Z","15","finished","0.9598930481283424","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","non"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_all_3","2026-09-06T05:41:24.000Z","16","finished","0.962566844919786","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","3","all"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_img_3","2026-09-06T05:41:03.000Z","16","finished","0.9438502673796793","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","3","img"
"light_REG_IMAGE_SOCAL_HOUSES_all_0","2026-09-06T05:40:48.000Z","288","finished","0.7082628360363441","REG_IMAGE_SOCAL_HOUSES","LightGBM 💡","intfloat/e5-small-v2","0","all"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_non_3","2026-09-06T05:40:47.000Z","14","finished","0.9598930481283424","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","3","non"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_all_3","2026-09-06T05:40:26.000Z","16","finished","0.9705882352941176","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","3","all"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_img_2","2026-09-06T05:40:05.000Z","16","finished","0.8890374331550802","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","img"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_non_2","2026-09-06T05:39:49.000Z","14","finished","0.9491978609625668","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","non"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_all_2","2026-09-06T05:39:27.000Z","17","finished","0.9438502673796793","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2","all"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_img_2","2026-09-06T05:39:06.000Z","16","finished","0.8663101604278075","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","2","img"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_non_2","2026-09-06T05:38:50.000Z","14","finished","0.9465240641711228","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","2","non"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_all_2","2026-09-06T05:38:29.000Z","16","finished","0.9411764705882352","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","2","all"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_img_1","2026-09-06T05:38:08.000Z","16","finished","0.962566844919786","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","img"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_non_1","2026-09-06T05:37:47.000Z","14","finished","0.8449197860962566","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","non"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_all_1","2026-09-06T05:37:26.000Z","15","finished","0.962566844919786","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1","all"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_img_1","2026-09-06T05:37:04.000Z","16","finished","0.9545454545454544","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","1","img"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_non_1","2026-09-06T05:36:48.000Z","14","finished","0.8342245989304813","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","1","non"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_all_1","2026-09-06T05:36:27.000Z","15","finished","0.9518716577540108","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","1","all"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_img_0","2026-09-06T05:36:06.000Z","16","finished","0.8556149732620321","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","img"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_non_0","2026-09-06T05:35:50.000Z","14","finished","0.9171122994652406","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","non"
"tabpfnv2p5_BIN_IMAGE_OASIS_ALZHEIMERS_all_0","2026-09-06T05:35:29.000Z","15","finished","0.9197860962566844","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0","all"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_img_0","2026-09-06T05:35:08.000Z","15","finished","0.8529411764705882","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","0","img"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_non_0","2026-09-06T05:34:52.000Z","13","finished","0.9331550802139038","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","0","non"
"tabpfnv2_BIN_IMAGE_OASIS_ALZHEIMERS_all_0","2026-09-06T05:34:30.000Z","16","finished","0.9010695187165776","BIN_IMAGE_OASIS_ALZHEIMERS","TabPFN-v2 🤯","intfloat/e5-small-v2","0","all"
"tabm_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:27:09.000Z","26","finished","0.08834719657897949","REG_IMAGE_LAHAINA_AUCTION","TabM Ⓜ️","intfloat/e5-small-v2","4","img"
"tabm_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:26:37.000Z","25","finished","0.5594195127487183","REG_IMAGE_LAHAINA_AUCTION","TabM Ⓜ️","intfloat/e5-small-v2","4","non"
"tabm_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:25:55.000Z","38","finished","0.5668238401412964","REG_IMAGE_LAHAINA_AUCTION","TabM Ⓜ️","intfloat/e5-small-v2","4","all"
"cat_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:25:23.000Z","27","finished","0.09233088505233555","REG_IMAGE_LAHAINA_AUCTION","CatBoost 😸","intfloat/e5-small-v2","4","img"
"cat_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:24:52.000Z","27","finished","0.4506445280295155","REG_IMAGE_LAHAINA_AUCTION","CatBoost 😸","intfloat/e5-small-v2","4","non"
"cat_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:24:04.000Z","43","finished","0.5028416329829992","REG_IMAGE_LAHAINA_AUCTION","CatBoost 😸","intfloat/e5-small-v2","4","all"
"light_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:23:33.000Z","26","finished","-0.030201539464924876","REG_IMAGE_LAHAINA_AUCTION","LightGBM 💡","intfloat/e5-small-v2","4","img"
"light_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:23:06.000Z","25","finished","0.4758143680989245","REG_IMAGE_LAHAINA_AUCTION","LightGBM 💡","intfloat/e5-small-v2","4","non"
"light_REG_IMAGE_LAHAINA_AUCTION_4","2026-09-05T21:22:24.000Z","38","finished","0.5479397846055416","REG_IMAGE_LAHAINA_AUCTION","LightGBM 💡","intfloat/e5-small-v2","4","all"
"tabm_REG_IMAGE_LAHAINA_AUCTION_3","2026-09-05T21:20:17.000Z","27","finished","0.05784684419631958","REG_IMAGE_LAHAINA_AUCTION","TabM Ⓜ️","intfloat/e5-small-v2","3","img"
"tabm_REG_IMAGE_LAHAINA_AUCTION_3","2026-09-05T21:19:46.000Z","24","finished","0.5394681692123413","REG_IMAGE_LAHAINA_AUCTION","TabM Ⓜ️","intfloat/e5-small-v2","3","non"
